,Name,Date,Content
1354,就不换头像你能咋地,2018年12月10日 21:33  来自 vivo手机,副校长冯长安 罗煜到大数据学院检查传染病防治工作    下午，黄河科技学院传染病防控督察组 副校长冯长安 罗煜 带领下，到大数据学院督查指导传染病防控工作 冯长安首先从四个方面指导 传染病防控工作，他强调，第一，每个  教室和宿舍每天务必开窗通风，定岗定责定人并规范记录相关
1355,海青翠,2018年12月10日 11:16  来自 微博 weibo.com,感冒 ， 需 照顾  冬天 可能有串通风，一定 注意保暖，尤其 后背 保暖  膀胱经  加油 快点好起来吧
1357,幸福小超的小花,2018年12月10日 09:49  来自 iPhone客户端,时间过得没有概念   记得 哪一  冬天，手脚长满 冻疮，然后邻居给介绍 师兄给看， 他很厉害  总之喝中药喝 很久很久 今  冬天来得晚，真正 开始冷 只有这几天，但  还没到零度或者 - 度这种  把自己裹得严严实实 ，想 如果熬过 今 冬天 长冻疮，来 应该会更好 吧 有人
1362,陆文宁-工业及民用物联网,2018年12月08日 10:45  来自 红米5Plus 千元全面屏,给大家介绍 学校物联网系统方案 一  系统建立 必 性   学校为人员流动密集场所，学生教师人身及财产安全保护为学校重点工作之一；   学生宿舍人员集中，财物密集，容易产生火灾盗窃等行为，必须对隐患进行安全防范；   图书馆藏书巨大，无法做到随时人员巡视，应该用科技手
1363,吉祥村二道巷,2018年12月07日 21:42  来自 iPhone客户端,①对于个人来 ，空气净化器必须家 或者 常开，出门必须带专业防护级别 口罩，因为雾霾  这样一点一滴来让 吸进去 ；②随时关注天气指数变化，天气好 时候通风换气，指数较高 时候关闭门窗，做好防护 ③尽量减少到人群密集或者污染源较近 地方，从自身做起 ④从个人做起，爱惜环境
1367,Judyrat,2018年12月31日 18:00  来自 酷派手机,忽然想起早上做 梦，现  公司   开爬梯，主持人竟然 镇上给 剪头发 理发师话 中秋刚搬到这边，又 看风水又 挑 子搞仪式，这又闹 搬走，找 还 原来 楼下 房子  当初嫌弃那边有人跳楼，这边朝向 好玻璃又薄，通风 采光 采暖没 好 ，  知道大师怎么给挑
1369,雉水岸,2018年12月30日 19:12  来自 微博轻享版,放假前，为 通风，特地打开  窗户，把植物放 窗台上 却忘记苏州 会下雪——会冻坏吧？冒 雪来救它们
1370,兔呆呆呆呆呆呆,2018年12月30日 08:58  来自 iPhone XR,昨天  呆 一天 情况逐渐变糟糕 还 感冒   通风 环境太可怕  到处  病毒～ 还好 抵抗力好 没有那么难受 好起来 很快   怕再传染给别人
1375,疫苗圈,2018年12月28日 11:36  来自 360安全浏览器,陕西  - 岁居民可 接种出血热疫苗当前，陕西省进入出血热高发季节 陕西省卫健委提示，防鼠灭鼠 预防 关键；外出劳作 采取防护措施；接种出血热疫苗 最有效 防控手段， - 岁居民可到乡镇卫生院或社区卫生服务中心 接种 流行性出血热 指肾综合征出血热， 以鼠类为主 传染源 一
1376,西南科大信息学院团委,2018年12月28日 10:25  来自 vivo AI智慧拍照X21,，北交大实验室爆炸致使 人死亡 其原因  处理垃圾渗滤液时发生意外 垃圾渗滤液到底有多危险？由于垃圾 成分十分复杂，因此所产生 垃圾渗滤液 一种成分复杂，高有机物高氨氮高盐分 特种废水，其水质 特点之一  污染物含量很高，而且往往含有
1378,kainnnnnl,2018年12月27日 23:18  来自 iPhone客户端,来这公司半 以来动 动 生病 这半 来生过 病比去 一 加起来 多     这种 还  宜楼层太高 玻璃  封闭   一直以为  没有可以打开通风 窗 前几天才知道原来咱们 有窗  只 过窗  落地窗 顶部 物业开 之后 刚好被升降帘挡住  其实 没什么风能通进来
1379,帝尔贝贝月子会所,2018年12月27日 14:01  来自 专业版微博,冬天天气干燥，人们又 爱喝水，再加上，家 有暖气，所以 容易导致上火 像南方人，冬天家 没有暖气，有   用空调，空调可能 像暖气那么干，但 ，长时间使用空调 话， 会让人出现上火 情况 冬天吹空调上火怎么办？冬天吹空调上火怎么办  补水很重 ，加湿器 错 空调
1380,慢慢呈现,2018年12月27日 11:47  来自 vivo X20全面屏手机,白领 招防 污染①多通风勤打扫；②摆放绿色植物；③养成良好  习惯；④饮食调节，多吃“三抗食物” 抗粉尘吃鸡 鸭 猪血，抗金属食用牛奶 豆腐，抗辐射多吃海带等蔬菜
1382,心动便是错,2018年12月26日 21:28  来自 微博视频,员工 宜  吃午餐.  午睡有助于预防冠心病.   宜用沸水煎中药.  服中药 宜加糖.   能用 % 酒精消毒.   照每天过三小时才算健康住宅.  破损瓷砖辐射较大.  卧室窗户留缝有助于睡眠.  清晨 宜开窗通风.  热水袋比电热毯更益健康.   宜用塑料袋保存果蔬.  筷子最好半
1386,这里是凤台,2018年12月21日 16:35  来自 360安全浏览器,凤台县重污染天气预警公告根据省空气质量预报信息，淮南市受 利气象条件影响，     时起可能出现大气持续重污染过程，首 污染物为PM .  为做好防范应对工作，经县重污染天气应急工作领导小组批准，决定发布重污染天气黄色预警，并于     时起启动Ⅲ级响应 期间将根据空气质量状况适时解
1387,Ely_柒,2018年12月21日 13:23  来自 iPhone客户端,很多坐  人 喜欢滥用空调，夏天和冬天几乎 开窗通风，酷爱反季节体验热shi和冷shi 感觉
1389,蓝色护卫者,2018年12月16日 15:07  来自 iPhone客户端,早晨七点半闹表给 爸预约挂号，起床洗漱半个小时，八点用洗车 水枪刷洗阳台（宿舍 阳台未封闭，  冲刷一次，  开门通风会有土吹进来）八点半开始擦屋 家具，擦地两遍，   知道为嘛干到 十点，  擦 东西还 挺多 ，吃 块能量棒，去 继续，给鱼换水，把周五浇完 十几盆绿萝摆放
1397,蜡笔小天空,2019年01月15日 18:16  来自 Android,中午点 番薯虾球没吃，想 下午茶再吃 刚刚想起来放微波炉加热，迷糊中 分钟按 两次，还想 时间怎么这么久，打开 时候烟雾缭绕，给 烤糊  丧  ，默默盖上盖子丢进 垃圾桶，然而茶水间弥漫 烤焦  味道，找 通风口没找到，窗户又没力气打开，怂怂  ，顺手带上门，悄悄
1399,天際之舞,2019年01月15日 16:15  来自 iPhone,略有些烦躁，可能 周一症候群，跟 性格似 ，慢半拍 自动延迟到 礼拜二， 可能  通风真 太差  总之， 幻想出 躁郁症从昨天 躁正 逐渐往郁转变，周而复始，天天 同，这样一想，又觉得人生真 别样 精彩 好嗨哦
1401,FMACHINA,2019年01月15日 14:48  来自 微博 weibo.com,. 万头 国内单一最大 种猪公司发生非洲猪瘟疫情 农业农村部新闻     发布，江苏省泗阳县一公司下辖 两个养殖场发生非洲猪瘟疫情 截至目前，上述两场合计存栏生猪 头 发病 头 死亡 头 据 解，该公司为江苏加华种猪有限公司，江苏加华种猪有限公司 浙江加华种猪有限公
1402,Emma_小帆,2019年01月15日 13:44  来自 iPhone客户端,刚刚装修好，还 开窗通风期， 没开空调  们 穿 大衣 羽绒服  男同事穿 牛仔衬衫  鲜格格地跑去问他，  只穿 一件衬衫吗？他有些胖 真 毫无成熟律师 稳重  太十三点
1403,针灸中医代旭,2019年01月15日 13:23  来自 红米Redmi,最近感冒 特别多， 几句 预防感冒，最重   勤洗手， 共用毛巾 杯子等 常用品  居室   学校教室  经常通风，减少室内聚集 病毒数，保持室内空气清新 感冒主   病毒感染 想尽一切办法阻断和病毒 接触
1406,真震為南0621,2019年01月14日 22:20  来自 Android客户端,白领 招防 污染①多通风勤打扫；②摆放绿色植物；③养成 良好 习惯；④饮食调节，多吃“三抗食物” 抗粉尘吃鸡 鸭 猪血，抗金属食用牛奶 豆腐，抗辐射多吃海带等蔬菜
1407,陈狐狸是我呀,2019年01月14日 17:27  来自 iPhone客户端,前几天 有人感冒，想 能 被传染 好，没想到还 中招 估计还   通风系统，欠佳 一会关一会停，新闻部晚上七点下  班  知道  眼泪鼻涕一大把，还好 休息
1409,北京同仁医院,2019年01月14日 15:06  来自 搜狗高速浏览器,医护人员 预防流感 从 做起近 ，根据监测数据显示，北京市流感疫情已进入高发期  院三区监测流感样病例数 上报流行性感冒数均有明显增加 除此之外，住院患者 本院工作人员流感样病例 逐渐增多，增加 院内感染 聚集暴发 风险 那么，对于战斗 流
1410,桥豆麻袋biubiu,2019年01月14日 10:05  来自 HUAWEI Mate 20,通风 好，地暖又嚣张，想买一双凉拖上班
1411,摸鱼的怪蜀黍的神社,2019年01月13日 21:57  来自 微博轻享版,偶尔一群人玩玩桌游还 可以  只  这家环境还 有点糟糕， 通风，旁边一堆人还  玩主机，闷热而且吵，感觉比  环境还 恶劣 →_→玩到后面脑袋 有点发胀 自己买 话毕竟成本略高， 买  几款吧 家用招呼一些客人还 游戏实际 →_→
1414,舒心畅然乀,2019年01月09日 17:00  来自 HUAWEI Mate 9,人请假回去好几天，另外 有事出去  哇    人  ， 赶紧通风吧烟味散出去 没过半小时，来 个人， 以为他来转转 ，呆  走  还有个分包 人，过  小时他 来 ，一直 走  俩抽烟
1415,归泠泠,2019年01月09日 13:45  来自 Stucky☆21Android,大概  这么个手脚 冻得离肉体而去 下午，没有空调没有取暖器 还一面通风，摸鱼磕粮看 发生 冬天 故事，真实
1416,手机用户3471891752,2019年01月09日 11:10  来自 五条,，市卫健委主持召开非职业性一氧化碳中毒专项整治工作会议     以来， 市多次发生一氧化碳中毒事件，给人民生命财产造成重大损失 根据这次会议部署，即 起至    ， 市开展防范非职业性一氧化碳中毒专项整治行动 牡丹晚报全媒体记者从会议上获悉，    ，市安委会 印发 《
1417,七口七个肺管子,2019年01月09日 10:59  来自 Android客户端,白领 招防  污染①多通风勤打扫；②摆放绿色植物；③养成良好 习惯；④饮食调节，多吃“三抗食物” 抗粉尘吃鸡 鸭 猪血，抗金属食用牛奶 豆腐，抗辐射多吃海带等蔬菜
1420,lilihongxinglai,2019年02月01日 12:42  来自 微博 weibo.com,空气质量小知识（四）多眨眼睛保持湿润度大雾天气下，  尽量  开窗，确需开窗透气 话，应避开早晚雾霾高峰时段，可以把窗户打开一条缝通风， 让风直接吹进来，通风时间每次以半小时至一小时为宜 灰霾中 微小污染物会刺激眼睛，应少用眼 少上网   上网一小时左右 休息一下
1422,Zzz努力佛系中,2019年02月01日 08:45  来自 HUAWEI P20,新 再冷  开窗通风 机智  穿上最后外套
1423,沵transit,2019年02月01日 08:30  来自 iPhone客户端,无论什么天气什么温度， 大姐每天 会把空调温度开到 摄氏度 而且永远 会开窗通风，一分钟 没有  还 蹲厕所去吧，起码 们 厕所自带联通室外 窗户，起码空气实时更新图片转
1427,用户6681649255,2019年01月31日 13:43  来自 微博视频号,如果生病 ，打喷嚏时请捂住口鼻 尽量   密闭 空间打喷嚏 正常情况下，每侧肺大约有半升 水， 停地喷嚏，理论上有 升 粘液被 喷雾 空气中，时速 米/秒，当病毒荷载云遇到空气，密度更低 云雾呈波形扩散 大 水珠可以旅行 米，小 可以达到 米，流感期间，病毒可以 空气中停留 分钟，
1428,大山深处养鸡人,2019年01月31日 10:27  来自 微博 weibo.com,圣农集团董事长傅光明 做企业 有长远眼光（系列报道 ）目标  产 亿只鸡农业部文件当中有四句话，第一句 管理智能化，  大数据和云计算，大数据决定企业发展，决定奖励，决定制度， 必须用这个办法 农业实际上  传统行业， 国际上，农业 高科技行业，任何国家农业如果 实
1429,夏夜胡枝子,2019年01月31日 06:37  来自 小米6X 拍人更美,昨天下午，科室 做 一项检测，用得 火焰灼烧法，所以配备 专用仪器，还有高浓度 乙炔气瓶 正 检测过程中，明火🔥 开 呢，乙炔气瓶压力表口居然漏气  可 小妹子没见过世面，尖叫  往外跑  从隔壁 奔过去（场面挺惊险， 现    出那感觉），立马先把
1431,金丝雀开火车,2019年01月30日 14:22  来自 微博 weibo.com,买 双小白鞋，拆开包装一股刺鼻 胶水味铺面而来，确切  比胶水味更难闻，穿脚上  舒服，一只刚好，一只挤脚 本来想 勉强留下 ，多试穿一会挤得 脚疼  只能退货 ，包好包装放 还 一股味   飘来，闻 头痛，这回鞋子 仓库躺   大商家销量多，鞋子可能
1436,艺飞万家,2019年01月29日 11:45  来自 专业版微博,（艺飞万家 O 链接）  本命 人 家 挂什么画好？本命  民间有 广泛 影响， 南北民俗中， 有 本命 挂红避邪躲灾 传统，因此人们每逢本命 对红色 特别钟爱，汉民族把红色视为喜庆 成功 忠勇和正义 象征，尤其认为红色有驱邪护身 作用，而属猪 人想  本命 驱邪招
